,complexNo,complexName,cortarNo,realEstateTypeCode,realEstateTypeName,detailAddress,latitude,longitude,totalHouseholdCount,totalBuildingCount,highFloor,lowFloor,useApproveYmd,dealCount,leaseCount,rentCount,shortTermRentCount,cortarAddress,gu_cortarNo,gu_cortarName,dong_cartarName
4,114637,강호,1126010100,APT,아파트,624-5,37.578357,127.086918,10.0,1.0,5.0,5.0,20021226,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
5,111573,건원베스트원(도시형),1126010100,APT,아파트,105-4,37.588649,127.089667,30.0,1.0,12.0,11.0,20151231,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
6,21645,경남아너스빌,1126010100,APT,아파트,1529,37.575657,127.080497,386.0,9.0,15.0,5.0,20061129,15.0,1.0,2.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
7,25692,공감대(390-1),1126010100,APT,아파트,390-1,37.574019,127.084219,17.0,1.0,7.0,6.0,20051006,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
8,101234,공감대(390-24),1126010100,APT,아파트,390-24,37.57373,127.084121,18.0,1.0,7.0,7.0,20051209,1.0,1.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
9,110241,그린캐슬,1126010100,APT,아파트,136-2,37.590806,127.083243,13.0,1.0,7.0,3.0,20051215,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
10,102679,글로벌파크,1126010100,APT,아파트,564-1,37.584355,127.084364,17.0,1.0,7.0,7.0,20070806,0.0,2.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
11,105566,금호오피스(주상복합),1126010100,APT,아파트,626-8,37.578821,127.08656,12.0,1.0,7.0,7.0,20081030,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
12,152584,나노하우스2차(도시형),1126010100,APT,아파트,172-36,37.584359,127.078691,15.0,1.0,6.0,6.0,20220615,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
13,13852,남청파인힐,1126010100,APT,아파트,1526,37.588223,127.090556,56.0,1.0,10.0,7.0,20060104,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
14,25138,다울,1126010100,APT,아파트,178-50,37.58813,127.07795,57.0,3.0,6.0,5.0,20030506,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
15,100542,대명미르테,1126010100,APT,아파트,1532,37.589664,127.077754,29.0,1.0,10.0,7.0,20090213,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
16,3466,대원칸타빌,1126010100,APT,아파트,581,37.577973,127.089944,256.0,4.0,19.0,16.0,20030401,12.0,3.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
17,109155,대한,1126010100,APT,아파트,636-5,37.580564,127.087082,12.0,1.0,7.0,7.0,20030227,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
18,161608,"더베스트빌(도시형,민간임대)",1126010100,APT,아파트,175-17,37.585951,127.079523,20.0,2.0,8.0,8.0,20230209,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
19,149050,더하우스인(도시형),1126010100,APT,아파트,2-23,37.589515,127.100197,10.0,1.0,6.0,6.0,20220608,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
20,152779,도경빌(도시형),1126010100,APT,아파트,98-4,37.590213,127.08995,16.0,1.0,7.0,4.0,20190611,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
21,9082,동서그랜드맨션,1126010100,APT,아파트,174-1,37.586035,127.077946,18.0,1.0,9.0,9.0,19930424,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
22,26715,동성네스트빌(1339-2),1126010100,APT,아파트,1339-2,37.57198,127.08756,34.0,2.0,5.0,4.0,20010112,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
23,103211,동성네스트빌(181-30),1126010100,APT,아파트,181-30,37.589359,127.077826,18.0,1.0,10.0,10.0,20080618,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
24,151200,동원팰리스(도시형),1126010100,APT,아파트,1239,37.59145,127.089801,11.0,1.0,5.0,4.0,20220420,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
25,12772,동일,1126010100,APT,아파트,376-5,37.574976,127.081071,18.0,1.0,6.0,6.0,20020521,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
26,102104,동진노블클래스(주상복합),1126010100,APT,아파트,353-55,37.578018,127.085245,18.0,1.0,7.0,7.0,20100621,3.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
27,1245,두원,1126010100,APT,아파트,1521,37.57356,127.07975,118.0,1.0,24.0,14.0,19981125,11.0,1.0,2.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
28,151780,라비앙로즈(도시형),1126010100,APT,아파트,540-8,37.586937,127.084801,12.0,1.0,6.0,3.0,20200916,0.0,0.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
29,119443,라온프라이빗,1126010100,APT,아파트,1544,37.582182,127.078935,453.0,4.0,30.0,20.0,20200630,38.0,7.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
30,8785,라이프미성,1126010100,APT,아파트,1-41,37.58899,127.10091,80.0,1.0,11.0,7.0,19950307,3.0,1.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
31,127306,라임타워,1126010100,APT,아파트,1094-1,37.579198,127.09219,16.0,1.0,8.0,8.0,20190822,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
32,148879,루시드(도시형),1126010100,APT,아파트,393-35,37.571351,127.084308,15.0,1.0,6.0,3.0,20210712,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
33,162568,리고스빌(도시형),1126010100,APT,아파트,105-16,37.588636,127.090445,10.0,1.0,8.0,8.0,20230706,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
34,150538,"리더스빌(543-9,도시형)",1126010100,APT,아파트,543-9,37.586561,127.086111,29.0,2.0,6.0,6.0,20160401,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
35,137962,"리더스빌(616-32,도시형)",1126010100,APT,아파트,616-32,37.579859,127.089095,20.0,1.0,9.0,9.0,20180220,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
36,143920,"리움(194-1,도시형)",1126010100,APT,아파트,194-1,37.585667,127.076381,16.0,1.0,8.0,8.0,20210907,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
37,149278,"리움(549-8,도시형)",1126010100,APT,아파트,549-8,37.585757,127.084779,20.0,1.0,6.0,6.0,20220413,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
38,119545,매경더힐스(도시형),1126010100,APT,아파트,582-15,37.578058,127.089357,10.0,1.0,6.0,6.0,20161209,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
39,17514,면목금호어울림,1126010100,APT,아파트,1528,37.577326,127.088979,178.0,3.0,15.0,7.0,20051027,7.0,0.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
40,3465,면목늘푸른동아,1126010100,APT,아파트,715,37.572865,127.080769,573.0,4.0,19.0,19.0,20021130,27.0,6.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
41,24935,면목동원베네스트,1126010100,APT,아파트,1508,37.584017,127.083813,94.0,2.0,13.0,12.0,20030731,4.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
42,831,면목두산1단지,1126010100,APT,아파트,1500,37.58192,127.0841,122.0,1.0,15.0,15.0,19930201,7.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
43,832,"면목두산2,3단지",1126010100,APT,아파트,1510,37.580161,127.083325,344.0,4.0,25.0,20.0,19950403,30.0,13.0,3.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
44,9795,"면목두산4,5단지",1126010100,APT,아파트,1522,37.578487,127.081741,555.0,7.0,25.0,8.0,20000927,54.0,6.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
45,9794,면목두산6단지,1126010100,APT,아파트,1501,37.577721,127.080596,84.0,1.0,22.0,22.0,19931112,13.0,2.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
46,25786,면목마젤란21,1126010100,APT,아파트,1531,37.585223,127.083674,199.0,3.0,15.0,10.0,20070315,5.0,2.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
47,1247,면목삼익,1126010100,APT,아파트,1516,37.57472,127.079433,216.0,3.0,25.0,22.0,19971220,7.0,3.0,2.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
48,800,면목삼호,1126010100,APT,아파트,1513,37.576385,127.08839,183.0,1.0,13.0,6.0,20000527,4.0,3.0,2.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
49,131623,면목상상헌,1126010100,APT,아파트,91-17,37.59301,127.088627,20.0,1.0,7.0,7.0,20180703,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
50,141068,면목성호루브루,1126010100,APT,아파트,1542,37.584321,127.078065,42.0,1.0,7.0,7.0,20210624,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
51,10763,면목신성미소지움,1126010100,APT,아파트,1527,37.587472,127.095988,161.0,2.0,17.0,15.0,20041112,7.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
52,17556,면목신성미소지움2차,1126010100,APT,아파트,1530,37.586692,127.096485,86.0,2.0,12.0,8.0,20050905,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
53,12111,면목아남리치카운티,1126010100,APT,아파트,1505,37.589098,127.084861,178.0,5.0,12.0,8.0,20041210,8.0,2.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
54,110106,면목용마(354-12),1126010100,APT,아파트,354-12,37.577117,127.086332,17.0,1.0,6.0,4.0,20061031,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
55,8825,면목진로,1126010100,APT,아파트,1517,37.58786,127.10171,65.0,1.0,13.0,13.0,20011130,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
56,802,면목한신,1126010100,APT,아파트,193-1,37.587519,127.075278,1362.0,10.0,15.0,10.0,19871220,76.0,21.0,9.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
57,803,면목현대,1126010100,APT,아파트,1502,37.576384,127.0895,626.0,4.0,20.0,15.0,19940929,22.0,2.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
58,23708,미래한건,1126010100,APT,아파트,136-77,37.59094,127.0834,36.0,2.0,7.0,7.0,20050728,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
59,135820,미르내이앤씨(도시형),1126010100,APT,아파트,1203,37.58779,127.088777,8.0,1.0,7.0,7.0,20160728,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
60,161958,미소플러스(도시형),1126010100,APT,아파트,131-39,37.591461,127.085425,10.0,1.0,11.0,11.0,20230814,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
61,145279,베아트리스(도시형),1126010100,APT,아파트,453-16,37.582925,127.091839,20.0,1.0,6.0,6.0,20180425,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
62,152477,벨라리움(도시형),1126010100,APT,아파트,540-30,37.586859,127.085337,43.0,3.0,6.0,5.0,20180126,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
63,154058,"봄작시티201(민간임대,도시형)",1126010100,APT,아파트,103-6,37.589139,127.090045,128.0,1.0,13.0,13.0,20221215,0.0,3.0,5.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
64,148092,"봄작시티48(민간임대,도시형)",1126010100,APT,아파트,180-68,37.590518,127.078534,29.0,2.0,68.0,6.0,20210825,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
65,148090,"봄작시티50(민간임대,도시형)",1126010100,APT,아파트,1550,37.590553,127.078862,90.0,6.0,8.0,6.0,20211118,0.0,1.0,4.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
66,148088,"봄작시티52(민간임대,도시형)",1126010100,APT,아파트,1551,37.590708,127.079325,90.0,6.0,8.0,6.0,20211217,0.0,0.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
67,119588,사가정센트럴아이파크,1126010100,APT,아파트,1545,37.582146,127.081842,1505.0,11.0,30.0,23.0,20200730,110.0,16.0,3.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
68,136171,사과나무빌(도시형),1126010100,APT,아파트,393-115,37.57171,127.085136,13.0,1.0,6.0,4.0,20150423,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
69,110925,삼성제이드,1126010100,APT,아파트,194-3,37.584943,127.076601,26.0,1.0,8.0,6.0,20150903,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
70,9814,삼일,1126010100,APT,아파트,499-42,37.583698,127.088052,19.0,1.0,7.0,6.0,19940221,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
71,152200,샤인빌16차(도시형),1126010100,APT,아파트,456-45,37.582433,127.090357,15.0,1.0,6.0,6.0,20170119,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
72,152541,서림캐슬(도시형),1126010100,APT,아파트,506-22,37.586817,127.086604,10.0,1.0,6.0,6.0,20220427,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
73,801,성원,1126010100,APT,아파트,1515,37.577367,127.090767,168.0,2.0,20.0,7.0,19970613,9.0,1.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
74,136401,성진듀얼팰리스(도시형),1126010100,APT,아파트,1195-1,37.588187,127.08924,28.0,2.0,9.0,9.0,20160913,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
75,147720,성진듀얼팰리스2차,1126010100,APT,아파트,527-39,37.579576,127.092597,29.0,2.0,6.0,5.0,20200221,0.0,2.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
76,122095,성진리버타운,1126010100,APT,아파트,408-5,37.584277,127.091131,19.0,1.0,7.0,7.0,20021217,2.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
77,129804,성진쉐르빌(도시형),1126010100,APT,아파트,634-43,37.580032,127.087675,15.0,1.0,11.0,11.0,20200210,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
78,108911,세모,1126010100,APT,아파트,91-58,37.592768,127.087601,14.0,1.0,8.0,8.0,20010626,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
79,25389,세모하이츠,1126010100,APT,아파트,132-63,37.591911,127.08503,28.0,2.0,7.0,7.0,20031101,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
80,8442,솔루테,1126010100,APT,아파트,1523,37.589172,127.077013,79.0,1.0,14.0,6.0,20011114,4.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
81,27194,스카이시티,1126010100,APT,아파트,1286-1,37.592353,127.08866,18.0,1.0,10.0,10.0,20071028,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
82,150417,스카이하우스8차(도시형),1126010100,APT,아파트,101-13,37.589624,127.088465,10.0,1.0,6.0,6.0,20161115,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
83,23069,승일카이저,1126010100,APT,아파트,151-4,37.585857,127.080564,18.0,1.0,7.0,4.0,20040529,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
84,833,신성,1126010100,APT,아파트,1519,37.588961,127.073132,266.0,2.0,19.0,9.0,19981031,7.0,5.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
85,3012,신우,1126010100,APT,아파트,1518,37.58048,127.07934,111.0,1.0,19.0,18.0,19980530,4.0,2.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
86,122336,쌍용더플래티넘용마산,1126010100,APT,아파트,1548,37.572388,127.085687,245.0,5.0,15.0,5.0,20201214,17.0,7.0,2.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
87,20249,아람플러스리빙(주상복합),1126010100,APT,아파트,472-8,37.58087,127.08977,54.0,1.0,12.0,12.0,20091105,2.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
88,148841,아성(도시형),1126010100,APT,아파트,63-3,37.584378,127.092713,15.0,1.0,6.0,6.0,20211104,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
89,112541,아이쉐르빌,1126010100,APT,아파트,126-48,37.590147,127.086501,17.0,1.0,5.0,5.0,20040915,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
90,130341,어반휴6차(도시형),1126010100,APT,아파트,90-64,37.593459,127.091459,16.0,1.0,9.0,9.0,20200210,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
91,147962,어반휴9차(도시형),1126010100,APT,아파트,371-5,37.575559,127.087006,13.0,1.0,6.0,4.0,20210819,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
92,152817,에버빌(도시형),1126010100,APT,아파트,542-46,37.586707,127.084584,10.0,1.0,6.0,6.0,20220411,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
93,23609,영우,1126010100,APT,아파트,157-3,37.58397,127.08241,19.0,1.0,6.0,5.0,20031229,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
94,133385,예인플레이스(도시형),1126010100,APT,아파트,604-21,37.581318,127.086839,15.0,1.0,10.0,10.0,20200710,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
95,24369,온세솔내음,1126010100,APT,아파트,1524,37.58603,127.09556,65.0,1.0,10.0,7.0,20040430,5.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
96,115243,용마(354-8),1126010100,APT,아파트,354-8,37.577404,127.086165,16.0,2.0,5.0,5.0,20050907,0.0,1.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
97,834,용마금호타운,1126010100,APT,아파트,494,37.582837,127.094312,440.0,5.0,15.0,12.0,19921223,24.0,2.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
98,799,용마동아,1126010100,APT,아파트,1499,37.578902,127.094677,174.0,2.0,15.0,12.0,19930318,19.0,1.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
99,19183,용마산금호어울림,1126010100,APT,아파트,1525,37.577086,127.091699,165.0,3.0,12.0,7.0,20060626,5.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
100,135364,용마산모아엘가파크포레,1126010100,APT,아파트,1549,37.586004,127.096115,243.0,5.0,15.0,8.0,20230127,3.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
101,107072,용마산하늘채,1126010100,APT,아파트,1537,37.57268,127.087009,265.0,5.0,15.0,9.0,20151008,16.0,2.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
102,835,용마한신,1126010100,APT,아파트,1077-1,37.581497,127.095925,565.0,4.0,15.0,8.0,19900628,37.0,1.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
103,3838,용마한신2차,1126010100,APT,아파트,1073,37.581353,127.094704,174.0,1.0,18.0,9.0,19980529,16.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
104,108752,우정,1126010100,APT,아파트,138-15,37.590775,127.085044,17.0,1.0,7.0,6.0,20030228,3.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
105,157260,위너빌,1126010100,APT,아파트,90-25,37.593338,127.090186,16.0,1.0,7.0,7.0,20170614,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
106,141559,유진뜨레지움(주상복합),1126010100,APT,아파트,612-6,37.58,127.089541,29.0,1.0,9.0,8.0,20210531,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
107,3839,일신강변,1126010100,APT,아파트,1520,37.58691,127.0746,62.0,1.0,13.0,10.0,19990316,3.0,1.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
108,116308,자연인(도시형),1126010100,APT,아파트,139-6,37.588455,127.083756,20.0,2.0,6.0,6.0,20140716,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
109,148364,제이렉스빌(도시형),1126010100,APT,아파트,179-34,37.588072,127.079297,10.0,1.0,6.0,6.0,20211110,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
110,107640,주함해븐,1126010100,APT,아파트,91-15,37.592597,127.088747,19.0,1.0,8.0,7.0,20090227,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
111,135089,주함해븐타워원(도시형),1126010100,APT,아파트,1541,37.59235,127.087336,153.0,1.0,14.0,7.0,20200901,0.0,4.0,3.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
112,105850,중랑지웰에스테이트(도시형),1126010100,APT,아파트,538,37.587254,127.086435,157.0,2.0,8.0,7.0,20131015,4.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
113,105920,지앤지홈타운(도시형),1126010100,APT,아파트,105-25,37.58862,127.090675,18.0,1.0,6.0,5.0,20111116,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
114,123590,진성그린테라스,1126010100,APT,아파트,173-21,37.58389,127.077334,24.0,1.0,7.0,3.0,20151204,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
115,144601,"청운명가(549-1,도시형)",1126010100,APT,아파트,549-1,37.585814,127.084631,10.0,1.0,6.0,6.0,20160525,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
116,145146,"청운명가(607-4,도시형)",1126010100,APT,아파트,607-4,37.581435,127.084613,19.0,1.0,6.0,5.0,20210622,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
117,125143,킴스(도시형),1126010100,APT,아파트,126-1,37.59023,127.086804,44.0,1.0,14.0,14.0,20181204,0.0,2.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
118,159318,"킴스(민간임대,도시형)",1126010100,APT,아파트,1547,37.592194,127.077124,50.0,1.0,7.0,7.0,20230426,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
119,127750,킴스타워(도시형),1126010100,APT,아파트,637-2,37.580637,127.086105,28.0,1.0,12.0,12.0,20190809,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
120,106832,포인트,1126010100,APT,아파트,142-64,37.589335,127.08171,30.0,2.0,7.0,7.0,20051110,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
121,1244,풍림,1126010100,APT,아파트,1514,37.59097,127.07226,132.0,1.0,20.0,8.0,19970123,9.0,1.0,1.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
122,128831,하이원팰리스(도시형),1126010100,APT,아파트,116-2,37.587406,127.086771,26.0,2.0,8.0,8.0,20190726,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
123,27189,한강훼밀리,1126010100,APT,아파트,138-62,37.589291,127.084168,39.0,2.0,7.0,7.0,20040809,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
124,102090,한건브리앙,1126010100,APT,아파트,88-52,37.592057,127.092607,19.0,1.0,7.0,7.0,20040409,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
125,103966,한솔하우스(도시형),1126010100,APT,아파트,90-10,37.593478,127.090843,14.0,1.0,7.0,7.0,20111020,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
126,119155,한양수자인사가정파크,1126010100,APT,아파트,1543,37.579901,127.093514,497.0,8.0,17.0,4.0,20191127,51.0,14.0,2.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
127,106777,한영드림,1126010100,APT,아파트,121-32,37.589627,127.087991,19.0,1.0,6.0,6.0,20020520,1.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
128,147797,한울파크빌(도시형),1126010100,APT,아파트,87-64,37.591678,127.092848,44.0,3.0,8.0,6.0,20211122,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
129,160120,"행복(민간임대,도시형)",1126010100,APT,아파트,1546,37.589635,127.094183,59.0,1.0,8.0,7.0,20200421,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
130,135843,현대캐슬(도시형),1126010100,APT,아파트,90-32,37.593087,127.089619,28.0,2.0,7.0,6.0,20160713,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
131,106322,현대휴온(도시형),1126010100,APT,아파트,1535,37.59224,127.078753,149.0,1.0,9.0,7.0,20130329,4.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
132,101583,형제,1126010100,APT,아파트,1278,37.591613,127.088487,19.0,1.0,5.0,5.0,20030609,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
133,3840,형진,1126010100,APT,아파트,1512,37.58643,127.07495,76.0,1.0,16.0,14.0,19960418,9.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
134,141645,휴먼럭스빌,1126010100,APT,아파트,131-4,37.592199,127.085936,25.0,2.0,7.0,6.0,20190402,0.0,0.0,0.0,0.0,서울시 중랑구 면목동,1126000000,중랑구,면목동
0,110153,e편한세상화랑대,1126010400,APT,아파트,396,37.616439,127.082631,719.0,12.0,25.0,12.0,20171206,35.0,2.0,1.0,0.0,서울시 중랑구 묵동,1126000000,중랑구,묵동
1,106298,골든빌,1126010400,APT,아파트,168-8,37.616191,127.076543,47.0,3.0,17.0,16.0,20121120,0.0,4.0,1.0,0.0,서울시 중랑구 묵동,1126000000,중랑구,묵동
2,8934,극동늘푸른,1126010400,APT,아파트,379,37.614746,127.076233,188.0,2.0,20.0,19.0,19990401,10.0,4.0,0.0,0.0,서울시 중랑구 묵동,1126000000,중랑구,묵동
